pattern_id,pivot_6_date,future_log_return_H
153,2019-03-21,0.06113014040500807
154,2019-03-26,0.021585223810127833
155,2019-03-28,0.09342978845599584
156,2019-03-29,0.13283477121007467
157,2019-04-02,0.14835733571502216
158,2019-04-03,0.12065742682772664
159,2019-04-04,0.11139790039919469
160,2019-04-09,0.05598263475093649
161,2019-04-10,0.049646320807303954
162,2019-04-11,-0.015864564421816007
163,2019-04-12,0.0351172658694167
164,2019-04-17,-0.060419799385386844
165,2019-04-18,-0.019148322991604814
166,2019-04-23,-0.04608768041272617
167,2019-04-26,-0.025466606437060633
168,2019-04-29,-0.04061668327558471
169,2019-05-01,0.04289896722777304
170,2019-05-02,0.07034148935824504
171,2019-05-03,0.016529301951210724
172,2019-05-07,-0.019507216388824182
173,2019-05-10,-0.024497471600387465
174,2019-05-13,0.006768889073694796
175,2019-05-14,-0.01989533147720473
176,2019-05-17,0.01862546412316482
177,2019-05-22,-0.03237276911180282
178,2019-05-24,-0.04046215873233925
179,2019-05-31,0.0020420672809948488
180,2019-06-03,0.059682605335855766
181,2019-06-04,0.01695640141849002
182,2019-06-06,0.040054393901858824
183,2019-06-07,0.021792629990852578
184,2019-06-10,-0.007168489478612516
185,2019-06-24,0.020642504411331725
186,2019-06-26,-0.03265596297405257
187,2019-06-28,0.003797953672758694
188,2019-07-01,-0.004094552528659225
189,2019-07-04,0.08402730585291558
190,2019-07-08,0.08024353105005229
191,2019-07-10,0.009883596163924833
192,2019-07-12,0.0034674098540593418
193,2019-07-18,0.04366891012984405
194,2019-07-19,-0.020987129164668102
195,2019-07-23,-0.0662172188626601
196,2019-07-24,-0.04233621562868831
197,2019-07-26,0.03371301027850241
198,2019-08-01,-0.03173774487218702
199,2019-08-05,-0.07223355735937156
200,2019-08-09,-0.0799241751065749
201,2019-08-12,-0.005257240797970779
202,2019-08-15,-0.012393652054963122
203,2019-08-19,-0.027869717500484045
204,2019-08-21,-0.00038439362379898395
205,2019-08-23,0.047461260319378126
206,2019-08-26,-0.02508951674323013
207,2019-08-29,-0.035779927433417166
208,2019-09-02,-0.006771585325753861
209,2019-09-10,-0.018889870332891218
210,2019-09-18,-0.009475001796703244
211,2019-09-20,-0.04747177241617374
212,2019-09-23,-0.04276185933808182
213,2019-09-25,-0.04130141657789254
214,2019-10-02,-0.06577947269289293
215,2019-10-03,0.0008602151068079291
216,2019-10-08,0.13203226683364505
217,2019-10-10,0.11366642460618057
218,2019-10-11,0.057249335329305207
219,2019-10-15,-0.0019466620903077659
220,2019-10-16,-0.06074345016901957
221,2019-10-22,-0.008217616190958605
222,2019-10-23,0.049271049006782835
223,2019-10-24,0.006660161739512465
224,2019-10-30,-0.0476561919743829
225,2019-11-01,-0.017953803616595706
226,2019-11-12,-0.02859740715017281
227,2019-11-18,0.04391255370730694
228,2019-11-20,0.04396312342111599
229,2019-11-22,0.025704226398884707
230,2019-11-27,-0.014844806205151844
231,2019-12-02,0.03235219476006949
232,2019-12-06,-0.03136074553649877
233,2019-12-13,0.09842714347853126
234,2019-12-16,0.05937728401453372
235,2019-12-17,0.000383509113041676
236,2019-12-19,-0.06779646057654282
237,2019-12-24,-0.04309323236102051
238,2019-12-27,-0.09707203057776943
239,2019-12-30,-0.02175750613780129
240,2020-01-02,0.01141471831343648
241,2020-01-03,-0.03130973374746453
242,2020-01-06,-0.003721319159048966
243,2020-01-16,-0.0060545089087062605
244,2020-01-17,-0.04255961441879601
245,2020-01-21,-0.010893793430553396
246,2020-01-24,-0.020721835528724183
247,2020-01-30,-0.0076110303981360245
248,2020-02-03,-0.0021565675815512606
249,2020-02-05,0.004617007152298725
250,2020-02-10,0.07844717482607938
251,2020-02-12,0.07383873275339675
252,2020-02-13,0.04957049975331314
253,2020-02-17,-0.01934764099778612
254,2020-02-19,-0.05805111776189402
255,2020-02-24,-0.04367506350266165
256,2020-02-27,0.008858948467206806
257,2020-03-10,-0.27476448181019014
258,2020-03-12,-0.3177324105157513
259,2020-03-13,-0.30887125765820134
260,2020-03-16,-0.2254574744446069
261,2020-03-17,-0.0872596576473591
262,2020-03-18,0.13491931789937084
263,2020-03-19,0.056921113637129934
264,2020-03-23,0.09331919712403164
265,2020-03-24,0.05224635617043711
266,2020-03-25,-0.024863957937336915
267,2020-03-27,0.09147567011831527
268,2020-03-30,0.17879835878663772
269,2020-03-31,0.14847851487479194
270,2020-04-01,0.2132587920816679
271,2020-04-02,0.15462517568432216
272,2020-04-06,-0.05802384011637738
273,2020-04-08,0.026145280104322207
274,2020-04-14,0.002017146422740062
275,2020-04-15,0.07068840295769935
276,2020-04-16,0.00428878427221772
277,2020-04-17,-0.045248057745032585
278,2020-04-21,0.0179735242823303
279,2020-04-22,-0.023012031366746313
280,2020-04-28,-0.057012893677873475
281,2020-04-30,-0.0015341347933482505
282,2020-05-01,0.019833635528868115
283,2020-05-04,-0.014575999863463134
284,2020-05-12,0.07537991820969046
285,2020-05-15,0.11004436497025252
286,2020-05-18,0.059640853906302194
287,2020-05-20,0.003287159569457179
288,2020-06-02,0.01840680475684521
289,2020-06-05,-0.05483247862539459
290,2020-06-08,-0.024516494238384035
291,2020-06-12,0.09365591970829831
292,2020-06-16,0.1092598393130366
293,2020-06-18,0.02860215116162092
294,2020-06-23,0.05958233981956575
295,2020-06-26,0.12096796601490598
296,2020-06-29,0.10910864598281307
297,2020-07-01,0.05647651814356369
298,2020-07-06,-0.011854499534548368
299,2020-07-09,-0.07246922207242112
300,2020-07-13,-0.11467882973205092
301,2020-07-16,0.026697914950378855
302,2020-07-17,-0.0535281861301015
303,2020-07-20,-0.04533797165252675
304,2020-07-23,-0.06773914933558335
305,2020-07-24,-0.0034188067487854975
306,2020-07-27,0.04380833464299337
307,2020-07-28,0.041474462269552155
308,2020-07-31,0.005313105477769469
309,2020-08-04,-0.024143005917912155
310,2020-08-11,0.013652089168327263
311,2020-08-13,0.018313389271463847
312,2020-08-17,0.04388952817042973
313,2020-08-21,0.14052442811549323
314,2020-08-24,0.04204395504587717
315,2020-08-25,-0.03088089217533335
316,2020-08-28,-0.07598590697792199
317,2020-08-31,-0.05781541710753528
318,2020-09-01,-0.03484673133016819
319,2020-09-03,-0.011196757981924162
320,2020-09-04,0.032365284502031716
321,2020-09-08,0.1061440831686735
322,2020-09-10,0.00035180299395374837
323,2020-09-14,-0.1433785828453472
324,2020-09-15,-0.06733980035189785
325,2020-09-17,-0.05941624210639109
326,2020-09-21,0.04842934872261673
327,2020-09-22,-0.03880428281677573
328,2020-09-23,0.016096173831331034
329,2020-09-28,-0.028181187892669077
330,2020-09-29,0.0
331,2020-10-09,-0.032413904898297506
332,2020-10-15,-0.0317486983145803
333,2020-10-20,-0.0140266326098881
334,2020-10-21,-0.022752644950791975
335,2020-10-22,-0.02131742166075397
336,2020-10-23,-0.07238931831070988
337,2020-10-26,-0.007575793808457656
338,2020-10-28,0.08646845933689977
339,2020-10-29,0.09311858771656083
340,2020-11-03,0.07273058165095347
341,2020-11-04,0.03981790636302756
342,2020-11-05,-0.0023121397583795024
343,2020-11-06,0.03327192785510165
344,2020-11-09,0.03114823558703897
345,2020-11-12,0.01645340350329727
346,2020-11-16,-0.005124462165733682
347,2020-11-17,0.036488293263136684
348,2020-11-18,0.01569088933676675
349,2020-11-19,0.06430130135232874
350,2020-11-23,0.06705827965780572
351,2020-11-26,0.03152625364677395
352,2020-11-30,0.016338008072593918
353,2020-12-04,0.020382033648750835
354,2020-12-10,0.033728936994374285
355,2020-12-15,-0.032530896330775064
356,2020-12-18,0.07254496903131226
357,2020-12-23,0.02475373915293818
358,2020-12-28,-0.014458083175229775
359,2020-12-30,0.07681145508647447
360,2021-01-04,0.024627453983439466
361,2021-01-05,0.05029157924618892
362,2021-01-06,0.0005945303385584549
363,2021-01-07,-0.03602673991905405
364,2021-01-13,-0.022236493135488276
365,2021-01-15,0.07581683617527835
366,2021-01-19,0.007826650428111937
367,2021-01-21,-0.0047017424258491095
368,2021-01-25,-0.009392585336474532
369,2021-01-28,0.093299859486462
370,2021-01-29,0.14784425466401332
371,2021-02-02,0.08991441293682229
372,2021-02-03,0.0495150645273805
373,2021-02-05,0.046543813543057776
374,2021-02-10,-0.03203580595320531
375,2021-02-17,0.027448641946299288
376,2021-02-24,-0.04385980963121607
377,2021-02-25,-0.0026171174320211207
378,2021-02-26,0.04561734537757485
379,2021-03-02,0.0582443081805544
380,2021-03-03,0.1031162056423703
381,2021-03-05,0.09363130984882365
382,2021-03-09,0.023101331273398126
383,2021-03-10,0.034310712060224034
384,2021-03-12,-0.02075056769828931
385,2021-03-16,-0.004094911177907198
386,2021-03-17,-0.03286736324097261
387,2021-03-19,-0.005734782742038279
388,2021-03-22,-0.02338044864406372
389,2021-03-23,0.014854130329646638
390,2021-03-25,0.051206549609221955
391,2021-03-26,0.05840906261061819
392,2021-04-06,-0.008854638395887376
393,2021-04-21,0.04013345432893631
394,2021-04-22,0.019556926537643893
395,2021-04-30,0.03243309755711407
396,2021-05-06,0.0871949137433798
397,2021-05-10,0.07593919917724389
398,2021-05-12,-0.1075320691713341
399,2021-05-14,-0.09046755532853684
400,2021-05-18,0.004699698470704288
401,2021-05-19,0.07725174856351417
402,2021-05-20,-0.016453403503297423
403,2021-05-28,-0.020990869719766454
404,2021-06-01,-0.004589795779773451
405,2021-06-03,0.06809012868077542
406,2021-06-07,0.027404225199590588
407,2021-06-09,-0.04139837688021879
408,2021-06-15,0.038359821890559385
409,2021-06-22,0.04090437270356334
410,2021-06-23,0.03062198918657564
411,2021-06-30,-0.06884082648133692
412,2021-07-01,-0.09643830939852215
413,2021-07-06,-0.02189663604822289
414,2021-07-07,0.014152514733706895
415,2021-07-09,-0.02557302215289709
416,2021-07-12,0.013446226405944667
417,2021-07-13,-0.03152288684178767
418,2021-07-20,0.03265753144158126
419,2021-07-26,0.022857076098509913
420,2021-08-02,0.03944680723764478
421,2021-08-05,0.004989318974403332
422,2021-08-10,-0.003140267758534535
423,2021-08-12,-0.050302149159749836
424,2021-08-16,-0.04970185886648398
425,2021-08-19,0.06091045232089294
426,2021-08-23,0.0934357033687922
427,2021-08-24,0.07021622834210764
428,2021-08-27,0.03856861009789397
429,2021-08-30,0.025190248828558495
430,2021-09-06,-0.020101179321087265
431,2021-09-10,-0.023921406435006863
432,2021-09-16,0.020526377742937404
433,2021-09-20,0.05903353158419314
434,2021-09-24,-0.014402553327922663
435,2021-09-27,-0.015183824621344369
436,2021-09-28,0.04422704346876451
437,2021-10-04,-0.06938727101878449
438,2021-10-05,-0.09371997390041428
439,2021-10-06,-0.000846095320802472
440,2021-10-07,0.01756879603108186
441,2021-10-08,0.01885085964395757
442,2021-10-14,-0.05796296534590725
443,2021-10-15,-0.019880019254520827
444,2021-10-19,0.09205515877738597
445,2021-10-20,0.03603381008331436
446,2021-10-25,-0.03536985616509248
447,2021-11-01,0.06279173823374783
448,2021-11-02,0.015850836580698264
449,2021-11-10,0.06140664282189884
450,2021-11-15,0.05861512739868539
451,2021-11-16,0.02369917820628552
452,2021-11-18,0.07470733767094669
453,2021-11-24,0.05210903619225178
454,2021-11-25,0.07001303319050449
455,2021-11-26,0.0724676372362488
456,2021-11-30,0.11918255415589347
457,2021-12-02,0.004248413237393559
458,2021-12-03,0.06768850679607785
459,2021-12-06,0.010650770940885955
460,2021-12-07,-0.06608645432765584
461,2021-12-08,-0.09902996090685681
462,2021-12-09,0.05541819174784535
463,2021-12-10,-0.12326200925833064
464,2021-12-14,0.018202721764103286
465,2021-12-16,-0.12967963817574335
466,2021-12-17,0.030468664343532004
467,2021-12-20,-0.04038508161501188
468,2021-12-22,0.04492135106719007
469,2021-12-23,0.0737625688919839
470,2021-12-24,0.05531481326967609
471,2021-12-28,0.06847985472696451
472,2022-01-03,-0.047784837041164895
473,2022-01-05,-0.09040103451121967
474,2022-01-07,-0.0398858839908611
475,2022-01-10,0.006099477427610174
476,2022-01-14,0.028702060316945825
477,2022-01-20,0.04757098788086793
478,2022-01-25,0.023394862539058533
479,2022-01-27,0.05473544715548148
480,2022-02-02,-0.036977185676910385
481,2022-02-04,-0.037824073563821115
482,2022-02-09,-0.01029624374165205
483,2022-02-11,-0.03729729222841237
484,2022-02-16,0.05636055872892511
485,2022-02-17,0.006802355162737229
486,2022-02-18,-0.014976914145663621
487,2022-02-23,-0.32792571316112523
488,2022-02-24,-0.25634998394504943
489,2022-02-28,-0.3436748558075954
490,2022-03-01,-0.004950505159855979
491,2022-03-03,0.12621067480310247
492,2022-03-04,0.16475912192497577
493,2022-03-07,0.2946900491714288
494,2022-03-08,0.12239458238382454
495,2022-03-09,0.06583584814346649
496,2022-03-10,0.04453711083447518
497,2022-03-14,0.0014042256727553925
498,2022-03-17,-0.02086966276738869
499,2022-03-23,0.022078232016300752
500,2022-03-24,-0.022751756983415954
501,2022-03-28,-0.02900209545699353
502,2022-03-30,-0.01453495265337356
503,2022-03-31,0.04424708454003158
504,2022-04-01,0.02017977419686862
505,2022-04-08,0.0013725125368779932
506,2022-04-11,0.11922166962978575
507,2022-04-14,0.04271591081960786
508,2022-04-20,-0.08071666129117143
509,2022-04-25,-0.005045055745827932
510,2022-04-27,0.08628074763831084
511,2022-04-28,0.0726468873194799
512,2022-04-29,0.08061639197168693
513,2022-05-03,-0.00968502984267441
514,2022-05-06,-0.0339994974514714
515,2022-05-09,0.028770814438020178
516,2022-05-11,-0.04831746267162027
517,2022-05-17,-0.12034846922955789
518,2022-05-18,-0.039031695101494616
519,2022-05-20,0.04630513090841161
520,2022-05-23,0.07182953532798612
521,2022-05-24,0.032662876981090105
522,2022-05-26,0.01846925672723319
523,2022-06-03,-0.05940227720757228
524,2022-06-06,0.001349941912067308
525,2022-06-14,0.006868809573557587
526,2022-06-15,-0.051415416876558734
527,2022-06-16,0.0135226137661243
528,2022-06-21,0.03102555245111713
529,2022-06-22,0.07605143797261657
530,2022-06-23,0.06922264816879867
531,2022-06-28,-0.04936813436569349
532,2022-06-30,-0.0598762328964654
533,2022-07-01,-0.03314432983795622
534,2022-07-05,0.029142076474332715
535,2022-07-07,-0.011250044639583578
536,2022-07-08,0.030804600179101443
537,2022-07-12,-0.023627797337295878
538,2022-07-13,-0.06172825945809711
539,2022-07-20,-0.03484673133016819
540,2022-07-22,0.029062426411218933
541,2022-07-28,0.06413475422434649
542,2022-08-01,0.03930185234761367
543,2022-08-03,0.022718886623018828
544,2022-08-09,0.06912475308849542
545,2022-08-12,0.09789488653070469
546,2022-08-15,0.015195700977253281
547,2022-08-17,-0.0709333154124831
548,2022-08-19,-0.08182131801838106
549,2022-08-22,-0.06164228169380956
550,2022-08-23,-0.09978877928376885
551,2022-08-29,-0.15186465718174527
552,2022-08-30,-0.14532123497950059
553,2022-09-02,-0.16443144571913457
554,2022-09-05,-0.03596477033208131
555,2022-09-06,-0.001862064564380741
556,2022-09-08,0.06631230398461903
557,2022-09-12,-0.010075651988741587
558,2022-09-13,0.019732345818834065
559,2022-09-14,-0.03864740082569601
560,2022-09-21,-0.0687984294582061
561,2022-09-23,0.014490819602255543
562,2022-09-26,-0.06445321267634196
563,2022-09-27,-0.015421420685107885
564,2022-09-28,0.029044546540791537
565,2022-09-30,0.0456954587874555
566,2022-10-06,-0.001741655012098901
567,2022-10-10,0.011021857184001827
568,2022-10-13,-0.02903453527745147
569,2022-10-19,0.11895472062371115
570,2022-10-21,0.1669981146183196
571,2022-10-24,0.10055084825987755
572,2022-10-25,-0.005070543269686517
573,2022-10-27,-0.05023741464661473
574,2022-11-01,-0.008639928075069088
575,2022-11-09,0.008893812472768284
576,2022-11-11,-0.04545317482557635
577,2022-11-16,0.03296118322729351
578,2022-11-23,0.10997618158352404
579,2022-11-24,0.08507176025501925
580,2022-11-29,0.07627704658141743
581,2022-11-30,0.03913442188386038
582,2022-12-02,0.0019372121607263368
583,2022-12-12,-0.03200273108617383
584,2022-12-14,0.014784522348177858
585,2022-12-16,0.06411341289637532
586,2022-12-19,0.011046061184272848
587,2022-12-20,-0.04732260932270149
588,2022-12-21,-0.040632403089219886
589,2022-12-28,-0.10104419392994711
590,2022-12-30,-0.08160201891310412
591,2023-01-02,-0.057608486472901524
592,2023-01-03,-0.036930648590036495
593,2023-01-04,0.015563523739420326
594,2023-01-09,-0.04880858054527407
595,2023-01-11,0.05252038929980799
596,2023-01-18,0.011939014784041104
597,2023-01-20,0.04762531558002371
598,2023-01-24,0.13002027688419132
599,2023-01-25,0.12469529362088616
600,2023-01-26,0.04003385949343038
601,2023-01-31,-0.029680301934987798
602,2023-02-01,-0.0556865982224217
603,2023-02-02,-0.022287164812095087
604,2023-02-06,0.014637071805718358
605,2023-02-10,0.03402695138742627
606,2023-02-16,0.0004100041057844215
607,2023-02-21,-0.00539623573868874
608,2023-02-22,0.0015488670554738794
609,2023-02-27,-0.07508312877433614
610,2023-03-01,0.009549797893760268
611,2023-03-02,0.052566845895041264
612,2023-03-07,-0.031961100226995914
613,2023-03-08,-0.09255465425612143
614,2023-03-14,-0.032347538254209114
615,2023-03-15,0.005255225377992388
616,2023-03-16,0.061360742762600284
617,2023-03-21,-0.004579734338009375
618,2023-03-23,-0.017653286160843915
619,2023-03-24,0.04767580650841981
620,2023-03-29,0.06786253969182932
621,2023-04-03,0.0017738826585033847
622,2023-04-17,-0.051270667137552454
623,2023-04-18,-0.09134156743008513
624,2023-04-20,-0.0664251772374323
625,2023-04-21,-0.026885161594592644
626,2023-04-25,0.016191915898263715
627,2023-05-03,0.051475630704450395
628,2023-05-09,0.020758044618542682
629,2023-05-10,-0.015086978350887502
630,2023-05-15,0.00904258436530097
631,2023-05-18,-0.07942149461921148
632,2023-05-22,-0.05745337931771913
633,2023-05-23,-0.06001077517112385
634,2023-05-25,-0.05282286586635856
635,2023-05-30,0.014181136598593611
636,2023-06-01,0.06480049139353772
637,2023-06-05,0.0627334254248668
638,2023-06-09,0.06209429898909545
639,2023-06-13,0.05359875490344844
640,2023-06-14,-0.03013226282380681
641,2023-06-21,-0.03175226077973497
642,2023-06-23,0.013562594872757468
643,2023-07-05,0.0
644,2023-07-19,0.018442918038027105
645,2023-07-21,-0.030539267428224486
646,2023-07-28,-0.05839295731527777
647,2023-07-31,-0.04713006833268605
648,2023-08-02,0.005973733415705726
649,2023-08-11,0.01465059968935594
650,2023-08-17,-0.03435190070378364
651,2023-08-24,-0.000932400999951134
652,2023-09-05,-0.03359316668541858
653,2023-09-08,0.009644218070083317
654,2023-09-21,-0.017141564458559876
655,2023-09-27,-0.007562856247437341
656,2023-10-03,0.06288932769038705
657,2023-10-04,0.02955761346431466
658,2023-10-10,-0.027127193680307592
659,2023-10-17,-0.024153690602935745
660,2023-10-23,-0.02235993168051967
661,2023-10-30,-0.03727139479723154
662,2023-11-06,0.021393980592028804
663,2023-11-09,-0.004793065721208067
664,2023-11-15,-0.05875309856327343
665,2023-11-16,-0.0054687636296566235
666,2023-11-21,-0.0324979720893027
667,2023-11-27,-0.045285515402167804
668,2023-11-29,-0.031467127145607586
669,2023-12-01,-0.05471886439224313
670,2023-12-04,-0.044904020313764996
671,2023-12-05,-0.006284273513078935
672,2023-12-14,0.12456407149682022
673,2023-12-18,0.10661938513055348
