Date,Open,High,Low,Close
2018-01-02,0.0,0.0,0.0,0.0
2018-01-03,-0.03797924806521645,-0.019876430757595733,0.0,0.002557546151117193
2018-01-04,0.01790329149252725,-0.006293286975789179,0.0012928250023051713,-0.0076923456231557255
2018-01-05,-0.01790329149252725,-0.010152371464017962,0.0,0.0012861738107443066
2018-01-08,0.001289490829871692,0.010152371464017908,-0.01825344030935046,-0.015544354437800344
2018-01-09,-0.012970350442627404,-0.010152371464017962,0.007863736460214672,0.015544354437800379
2018-01-10,0.014258180627056158,0.008888947417245994,0.01168085961275559,0.014039796667482615
2018-01-11,0.015325970478226772,0.005044146886678003,-0.011680859612755681,-0.008911580300563052
2018-01-12,-0.011472401162236807,-0.01011386623692867,0.012970350442627405,0.005102051883895552
2018-01-15,0.0,-0.002544530634994873,-0.0025806465934916254,-0.007662872745569137
2018-01-16,0.00128123015604854,0.02763995048754036,0.003868476777920332,0.03154835773492606
2018-01-17,0.03398690868140941,0.022059718064732257,0.024158835476735672,0.01602005918418356
2018-01-18,0.008626054719767448,0.035718082602079246,0.018668868271029797,0.037196849708600294
2018-01-19,0.04087107307048459,0.03448617607116919,0.04579113219593446,0.031306904625044124
2018-01-22,0.031306904625044124,0.005633817718256064,0.007042282625412951,-0.0011422045787769408
2018-01-23,-0.0011422045787769408,0.016713480973740532,0.021978906718775167,0.029281371250723356
2018-01-24,0.031498667059371016,0.05482296935147505,0.025975486403260736,0.04873731144354049
2018-01-25,0.04546237407675741,-0.002094241603114848,0.013289232118682706,-0.02353049741019416
2018-01-26,-0.026811257450656815,-0.0158481922400235,-0.013289232118682652,-0.01636697746420536
2018-01-29,-0.01643872634315972,-0.013941244562083632,-0.005589729478786774,-0.009950330853168092
2018-01-30,-0.009994530724995601,-0.02625971458355577,-0.013544225107757149,-0.013423020332140548
2018-01-31,-0.006718950248744981,0.03164475721444348,-0.001137009787075347,0.04405998979403028
2018-02-01,0.04288727608765295,0.018095224977954835,0.0335601964923019,-0.0010781672203454436
2018-02-02,0.0032240758717526847,-0.009539023046758835,-0.029019893573518758,-0.034013152590924536
2018-02-05,-0.04611135195940569,-0.02589141393274159,-0.02406992994026701,0.012202037140206007
2018-02-06,0.018920987388951104,-0.008781615160384677,0.005783706116848761,-0.03022054264288441
2018-02-07,-0.03022054264288441,0.01531758614017041,0.0011527378798082617,0.021361126999368023
2018-02-08,0.01466467340424678,-0.005443671581176692,0.019395930347579235,0.014356955602710974
2018-02-09,0.013348362823427209,0.02159911180346172,0.01346821705086661,0.011989244428520889
2018-02-12,0.013172528556538738,0.014846508116994638,0.012188516542497094,0.026725267752169712
2018-02-13,0.03535451233812165,0.049291291716877524,0.03994054889244929,0.04335044087361382
2018-02-14,0.04124295853404922,0.004000005333346137,0.009478743954543739,-0.030771658666753774
2018-02-15,-0.0297305341583432,-0.03039747718437093,-0.00420168685369997,-0.006269613013595485
2018-02-16,-0.003126630999431862,-0.0030911925696729694,-0.013778702356164397,-0.0020986366569211382
2018-02-19,0.004166672694845912,0.024466052154406424,0.02112010921453216,0.03711766295650259
2018-02-20,0.03272275599086755,0.004020105916665852,0.007287903157591352,-0.01632689328742878
2018-02-21,-0.027538711203279723,-0.02333946631930331,-0.015682496000617805,-0.016597891409037828
2018-02-22,-0.016684432907904043,0.003075348400247492,-0.008465659024548239,0.01659789140903783
2018-02-23,0.024923408452456934,0.013218291085853016,0.025184961753606322,0.009216655104924048
2018-02-26,0.006134988567515929,-0.009132483563272474,-0.013563066547620684,-0.018519047767237527
2018-02-27,-0.021639175103481293,0.0370227375451048,0.004192878260036178,0.052590479677762016
2018-02-28,0.05373821978680164,0.010747538723581534,0.04199285691043703,-0.004938281640582677
2018-03-01,-0.007928683755507256,-0.016658885986638755,-0.003013563305264406,-0.010950831186751515
